"study","variable","dataset","concept","lid_item_id","is_key","lid_ref_varname","lid_ref_recname","lid_ref_year","description","description_long","boost"
"soep-long","HLC0098","HL","hwa1",2707,"","BCH4501","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: H2707
* SOEPcore: AH4301

#### 1985
* Var with original data within SOEPlong: H2707
* SOEPcore: BH3701

#### 1986
* Var with original data within SOEPlong: H2707
* SOEPcore: CH4901

#### 1987
* Var with original data within SOEPlong: H2707
* SOEPcore: DH4901

#### 1988
* Var with original data within SOEPlong: H2707
* SOEPcore: EH4001

#### 1989
* Var with original data within SOEPlong: H2707
* SOEPcore: FH4001

#### 1990
* Var with original data within SOEPlong: H2707
* SOEPcore: GH3201E GH4001 

#### 1991
* Var with original data within SOEPlong: H2707
* SOEPcore: HH4601

#### 1992
* Var with original data within SOEPlong: H2707
* SOEPcore: IH4301

#### 1993
* Var with original data within SOEPlong: H2707
* SOEPcore: JH4301

#### 1994
* Var with original data within SOEPlong: H2707
* SOEPcore: KH4301

#### 1995
* Var with original data within SOEPlong: H2707
* SOEPcore: LH4301

#### 1996
* Var with original data within SOEPlong: H2707
* SOEPcore: MH4301

#### 1997
* Var with original data within SOEPlong: H2707
* SOEPcore: NH4301

#### 1998
* Var with original data within SOEPlong: H2707
* SOEPcore: OH4301

#### 1999
* Var with original data within SOEPlong: H2707
* SOEPcore: PH4301

#### 2000
* Var with original data within SOEPlong: H2707
* SOEPcore: QH4301

#### 2001
* Var with original data within SOEPlong: H2707
* SOEPcore: RH4301

#### 2002
* Var with original data within SOEPlong: H2707
* SOEPcore: SH4301

#### 2003
* Var with original data within SOEPlong: H2707
* SOEPcore: TH4101

#### 2004
* Var with original data within SOEPlong: H2707
* SOEPcore: UH4101

#### 2005
* Var with original data within SOEPlong: H2707
* SOEPcore: VH4401

#### 2006
* Var with original data within SOEPlong: H2707
* SOEPcore: WH4401

#### 2007
* Var with original data within SOEPlong: H2707
* SOEPcore: XH4401

#### 2008
* Var with original data within SOEPlong: H2707
* SOEPcore: YH4501

#### 2009
* Var with original data within SOEPlong: H2707
* SOEPcore: ZH4501

#### 2010
* Var with original data within SOEPlong: H2707
* SOEPcore: BAH4501

#### 2011
* Var with original data within SOEPlong: H2707
* SOEPcore: BBH4501

#### 2012
* Var with original data within SOEPlong: H2707
* SOEPcore: BCH4501
",1
"soep-long","HLC0105","HL","hwa2",2708,"","BCH4502","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: H2708
* SOEPcore: AH4302

#### 1985
* Var with original data within SOEPlong: H2708
* SOEPcore: BH3702

#### 1986
* Var with original data within SOEPlong: H2708
* SOEPcore: CH4902

#### 1987
* Var with original data within SOEPlong: H2708
* SOEPcore: DH4902

#### 1988
* Var with original data within SOEPlong: H2708
* SOEPcore: EH4002

#### 1989
* Var with original data within SOEPlong: H2708
* SOEPcore: FH4002

#### 1990
* Var with original data within SOEPlong: H2708
* SOEPcore: GH4002

#### 1991
* Var with original data within SOEPlong: H2708
* SOEPcore: HH4602

#### 1992
* Var with original data within SOEPlong: H2708
* SOEPcore: IH4302

#### 1993
* Var with original data within SOEPlong: H2708
* SOEPcore: JH4302

#### 1994
* Var with original data within SOEPlong: H2708
* SOEPcore: KH4302

#### 1995
* Var with original data within SOEPlong: H2708
* SOEPcore: LH4302

#### 1996
* Var with original data within SOEPlong: H2708
* SOEPcore: MH4302

#### 1997
* Var with original data within SOEPlong: H2708
* SOEPcore: NH4302

#### 1998
* Var with original data within SOEPlong: H2708
* SOEPcore: OH4302

#### 1999
* Var with original data within SOEPlong: H2708
* SOEPcore: PH4302

#### 2000
* Var with original data within SOEPlong: H2708
* SOEPcore: QH4302

#### 2001
* Var with original data within SOEPlong: H2708
* SOEPcore: RH4302

#### 2002
* Var with original data within SOEPlong: H2708
* SOEPcore: SH4302

#### 2003
* Var with original data within SOEPlong: H2708
* SOEPcore: TH4102

#### 2004
* Var with original data within SOEPlong: H2708
* SOEPcore: UH4102

#### 2005
* Var with original data within SOEPlong: H2708
* SOEPcore: VH4402

#### 2006
* Var with original data within SOEPlong: H2708
* SOEPcore: WH4402

#### 2007
* Var with original data within SOEPlong: H2708
* SOEPcore: XH4402

#### 2008
* Var with original data within SOEPlong: H2708
* SOEPcore: YH4502

#### 2009
* Var with original data within SOEPlong: H2708
* SOEPcore: ZH4502

#### 2010
* Var with original data within SOEPlong: H2708
* SOEPcore: BAH4502

#### 2011
* Var with original data within SOEPlong: H2708
* SOEPcore: BBH4502

#### 2012
* Var with original data within SOEPlong: H2708
* SOEPcore: BCH4502
",1
"soep-long","HLC0106","HL","hwa3",2709,"","BCH4503","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: H2709
* SOEPcore: AH4303

#### 1985
* Var with original data within SOEPlong: H2709
* SOEPcore: BH3703

#### 1986
* Var with original data within SOEPlong: H2709
* SOEPcore: CH4903

#### 1987
* Var with original data within SOEPlong: H2709
* SOEPcore: DH4903

#### 1988
* Var with original data within SOEPlong: H2709
* SOEPcore: EH4003

#### 1989
* Var with original data within SOEPlong: H2709
* SOEPcore: FH4003

#### 1990
* Var with original data within SOEPlong: H2709
* SOEPcore: GH3203E GH4003 

#### 1991
* Var with original data within SOEPlong: H2709
* SOEPcore: HH4603

#### 1992
* Var with original data within SOEPlong: H2709
* SOEPcore: IH4303

#### 1993
* Var with original data within SOEPlong: H2709
* SOEPcore: JH4303

#### 1994
* Var with original data within SOEPlong: H2709
* SOEPcore: KH4303

#### 1995
* Var with original data within SOEPlong: H2709
* SOEPcore: LH4303

#### 1996
* Var with original data within SOEPlong: H2709
* SOEPcore: MH4303

#### 1997
* Var with original data within SOEPlong: H2709
* SOEPcore: NH4303

#### 1998
* Var with original data within SOEPlong: H2709
* SOEPcore: OH4303

#### 1999
* Var with original data within SOEPlong: H2709
* SOEPcore: PH4303

#### 2000
* Var with original data within SOEPlong: H2709
* SOEPcore: QH4303

#### 2001
* Var with original data within SOEPlong: H2709
* SOEPcore: RH4303

#### 2002
* Var with original data within SOEPlong: H2709
* SOEPcore: SH4303

#### 2003
* Var with original data within SOEPlong: H2709
* SOEPcore: TH4103

#### 2004
* Var with original data within SOEPlong: H2709
* SOEPcore: UH4103

#### 2005
* Var with original data within SOEPlong: H2709
* SOEPcore: VH4403

#### 2006
* Var with original data within SOEPlong: H2709
* SOEPcore: WH4403

#### 2007
* Var with original data within SOEPlong: H2709
* SOEPcore: XH4403

#### 2008
* Var with original data within SOEPlong: H2709
* SOEPcore: YH4503

#### 2009
* Var with original data within SOEPlong: H2709
* SOEPcore: ZH4503

#### 2010
* Var with original data within SOEPlong: H2709
* SOEPcore: BAH4503

#### 2011
* Var with original data within SOEPlong: H2709
* SOEPcore: BBH4503

#### 2012
* Var with original data within SOEPlong: H2709
* SOEPcore: BCH4503
",1
"soep-long","HLC0107","HL","hwa4",2710,"","BCH4504","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: H2710
* SOEPcore: AH4304

#### 1985
* Var with original data within SOEPlong: H2710
* SOEPcore: BH3704

#### 1986
* Var with original data within SOEPlong: H2710
* SOEPcore: CH4904

#### 1987
* Var with original data within SOEPlong: H2710
* SOEPcore: DH4904

#### 1988
* Var with original data within SOEPlong: H2710
* SOEPcore: EH4004

#### 1989
* Var with original data within SOEPlong: H2710
* SOEPcore: FH4004

#### 1990
* Var with original data within SOEPlong: H2710
* SOEPcore: GH3204E GH4004 

#### 1991
* Var with original data within SOEPlong: H2710
* SOEPcore: HH4604

#### 1992
* Var with original data within SOEPlong: H2710
* SOEPcore: IH4304

#### 1993
* Var with original data within SOEPlong: H2710
* SOEPcore: JH4304

#### 1994
* Var with original data within SOEPlong: H2710
* SOEPcore: KH4304

#### 1995
* Var with original data within SOEPlong: H2710
* SOEPcore: LH4304

#### 1996
* Var with original data within SOEPlong: H2710
* SOEPcore: MH4304

#### 1997
* Var with original data within SOEPlong: H2710
* SOEPcore: NH4304

#### 1998
* Var with original data within SOEPlong: H2710
* SOEPcore: OH4304

#### 1999
* Var with original data within SOEPlong: H2710
* SOEPcore: PH4304

#### 2000
* Var with original data within SOEPlong: H2710
* SOEPcore: QH4304

#### 2001
* Var with original data within SOEPlong: H2710
* SOEPcore: RH4304

#### 2002
* Var with original data within SOEPlong: H2710
* SOEPcore: SH4304

#### 2003
* Var with original data within SOEPlong: H2710
* SOEPcore: TH4104

#### 2004
* Var with original data within SOEPlong: H2710
* SOEPcore: UH4104

#### 2005
* Var with original data within SOEPlong: H2710
* SOEPcore: VH4404

#### 2006
* Var with original data within SOEPlong: H2710
* SOEPcore: WH4404

#### 2007
* Var with original data within SOEPlong: H2710
* SOEPcore: XH4404

#### 2008
* Var with original data within SOEPlong: H2710
* SOEPcore: YH4504

#### 2009
* Var with original data within SOEPlong: H2710
* SOEPcore: ZH4504

#### 2010
* Var with original data within SOEPlong: H2710
* SOEPcore: BAH4504

#### 2011
* Var with original data within SOEPlong: H2710
* SOEPcore: BBH4504

#### 2012
* Var with original data within SOEPlong: H2710
* SOEPcore: BCH4504
",1
"soep-long","HLC0104","HL","hwa6",2711,"","BCH4506","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: H2711
* SOEPcore: AH4305

#### 1985
* Var with original data within SOEPlong: H2711
* SOEPcore: BH3705

#### 1986
* Var with original data within SOEPlong: H2711
* SOEPcore: CH4905

#### 1987
* Var with original data within SOEPlong: H2711
* SOEPcore: DH4905

#### 1988
* Var with original data within SOEPlong: H2711
* SOEPcore: EH4005

#### 1989
* Var with original data within SOEPlong: H2711
* SOEPcore: FH4005

#### 1990
* Var with original data within SOEPlong: H2711
* SOEPcore: GH3205E GH4005 

#### 1991
* Var with original data within SOEPlong: H2711
* SOEPcore: HH4605

#### 1992
* Var with original data within SOEPlong: H2711
* SOEPcore: IH4305

#### 1993
* Var with original data within SOEPlong: H2711
* SOEPcore: JH4305

#### 1994
* Var with original data within SOEPlong: H2711
* SOEPcore: KH4305

#### 1995
* Var with original data within SOEPlong: H2711
* SOEPcore: LH4305

#### 1996
* Var with original data within SOEPlong: H2711
* SOEPcore: MH4305

#### 1997
* Var with original data within SOEPlong: H2711
* SOEPcore: NH4305

#### 1998
* Var with original data within SOEPlong: H2711
* SOEPcore: OH4305

#### 1999
* Var with original data within SOEPlong: H2711
* SOEPcore: PH4305

#### 2000
* Var with original data within SOEPlong: H2711
* SOEPcore: QH4305

#### 2001
* Var with original data within SOEPlong: H2711
* SOEPcore: RH4306

#### 2002
* Var with original data within SOEPlong: H2711
* SOEPcore: SH4306

#### 2003
* Var with original data within SOEPlong: H2711
* SOEPcore: TH4106

#### 2004
* Var with original data within SOEPlong: H2711
* SOEPcore: UH4106

#### 2005
* Var with original data within SOEPlong: H2711
* SOEPcore: VH4406

#### 2006
* Var with original data within SOEPlong: H2711
* SOEPcore: WH4406

#### 2007
* Var with original data within SOEPlong: H2711
* SOEPcore: XH4406

#### 2008
* Var with original data within SOEPlong: H2711
* SOEPcore: YH4506

#### 2009
* Var with original data within SOEPlong: H2711
* SOEPcore: ZH4506

#### 2010
* Var with original data within SOEPlong: H2711
* SOEPcore: BAH4506

#### 2011
* Var with original data within SOEPlong: H2711
* SOEPcore: BBH4506

#### 2012
* Var with original data within SOEPlong: H2711
* SOEPcore: BCH4506
",1
"soep-long","HLC0093","HL","hwa7",2712,"","BCH4507","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: H2712
* SOEPcore: AH4306

#### 1985
* Var with original data within SOEPlong: H2712
* SOEPcore: BH3706

#### 1986
* Var with original data within SOEPlong: H2712
* SOEPcore: CH4906

#### 1987
* Var with original data within SOEPlong: H2712
* SOEPcore: DH4906

#### 1988
* Var with original data within SOEPlong: H2712
* SOEPcore: EH4006

#### 1989
* Var with original data within SOEPlong: H2712
* SOEPcore: FH4006

#### 1990
* Var with original data within SOEPlong: H2712
* SOEPcore: GH3206E GH4006 

#### 1991
* Var with original data within SOEPlong: H2712
* SOEPcore: HH4606

#### 1992
* Var with original data within SOEPlong: H2712
* SOEPcore: IH4306

#### 1993
* Var with original data within SOEPlong: H2712
* SOEPcore: JH4306

#### 1994
* Var with original data within SOEPlong: H2712
* SOEPcore: KH4306

#### 1995
* Var with original data within SOEPlong: H2712
* SOEPcore: LH4306

#### 1996
* Var with original data within SOEPlong: H2712
* SOEPcore: MH4306

#### 1997
* Var with original data within SOEPlong: H2712
* SOEPcore: NH4306

#### 1998
* Var with original data within SOEPlong: H2712
* SOEPcore: OH4306

#### 1999
* Var with original data within SOEPlong: H2712
* SOEPcore: PH4306

#### 2000
* Var with original data within SOEPlong: H2712
* SOEPcore: QH4306

#### 2001
* Var with original data within SOEPlong: H2712
* SOEPcore: RH4307

#### 2002
* Var with original data within SOEPlong: H2712
* SOEPcore: SH4307

#### 2003
* Var with original data within SOEPlong: H2712
* SOEPcore: TH4107

#### 2004
* Var with original data within SOEPlong: H2712
* SOEPcore: UH4107

#### 2005
* Var with original data within SOEPlong: H2712
* SOEPcore: VH4407

#### 2006
* Var with original data within SOEPlong: H2712
* SOEPcore: WH4407

#### 2007
* Var with original data within SOEPlong: H2712
* SOEPcore: XH4407

#### 2008
* Var with original data within SOEPlong: H2712
* SOEPcore: YH4507

#### 2009
* Var with original data within SOEPlong: H2712
* SOEPcore: ZH4507

#### 2010
* Var with original data within SOEPlong: H2712
* SOEPcore: BAH4507

#### 2011
* Var with original data within SOEPlong: H2712
* SOEPcore: BBH4507

#### 2012
* Var with original data within SOEPlong: H2712
* SOEPcore: BCH4507
",1
"soep-long","HLC0013","HL","hzins1",2713,"","BCH4601","BCH",2012,"This variable is available for all years. But to harmonize this variable over time 18 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1985
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1986
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1988
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1995
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1997
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 2000
* Var with original data within SOEPlong: HC0082
 * Recode:   EUR 
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: HC0082
 * Replace:   REP H2713/1.95583 IF (H2713>0 | H2713<-3)
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: H2713
* SOEPcore: SH4401

#### 2003
* Var with original data within SOEPlong: H2713
* SOEPcore: TH4201

#### 2004
* Var with original data within SOEPlong: H2713
* SOEPcore: UH4201

#### 2005
* Var with original data within SOEPlong: H2713
* SOEPcore: VH4501

#### 2006
* Var with original data within SOEPlong: H2713
* SOEPcore: WH4501

#### 2007
* Var with original data within SOEPlong: H2713
* SOEPcore: XH4501

#### 2008
* Var with original data within SOEPlong: H2713
* SOEPcore: YH4601

#### 2009
* Var with original data within SOEPlong: H2713
* SOEPcore: ZH4601

#### 2010
* Var with original data within SOEPlong: H2713
* SOEPcore: BAH4601

#### 2011
* Var with original data within SOEPlong: H2713
* SOEPcore: BBH4601

#### 2012
* Var with original data within SOEPlong: H2713
* SOEPcore: BCH4601
",1
"soep-long","HLC0014","HL","hzins2",2714,"","BCH4602","BCH",2012,"The variable is available for 28 years, ranging from 1985 to 2012.","#### 1985
* Var with original data within SOEPlong: H2714
* SOEPcore: BH3802

#### 1986
* Var with original data within SOEPlong: H2714
* SOEPcore: CH5002

#### 1987
* Var with original data within SOEPlong: H2714
* SOEPcore: DH5002

#### 1988
* Var with original data within SOEPlong: H2714
* SOEPcore: EH4102

#### 1989
* Var with original data within SOEPlong: H2714
* SOEPcore: FH4102

#### 1990
* Var with original data within SOEPlong: H2714
* SOEPcore: GH3302E GH4102 

#### 1991
* Var with original data within SOEPlong: H2714
* SOEPcore: HH4702

#### 1992
* Var with original data within SOEPlong: H2714
* SOEPcore: IH4402

#### 1993
* Var with original data within SOEPlong: H2714
* SOEPcore: JH4402

#### 1994
* Var with original data within SOEPlong: H2714
* SOEPcore: KH4402

#### 1995
* Var with original data within SOEPlong: H2714
* SOEPcore: LH4402

#### 1996
* Var with original data within SOEPlong: H2714
* SOEPcore: MH4402

#### 1997
* Var with original data within SOEPlong: H2714
* SOEPcore: NH4402

#### 1998
* Var with original data within SOEPlong: H2714
* SOEPcore: OH4402

#### 1999
* Var with original data within SOEPlong: H2714
* SOEPcore: PH4402

#### 2000
* Var with original data within SOEPlong: H2714
* SOEPcore: QH4402

#### 2001
* Var with original data within SOEPlong: H2714
* SOEPcore: RH4402

#### 2002
* Var with original data within SOEPlong: H2714
* SOEPcore: SH4402

#### 2003
* Var with original data within SOEPlong: H2714
* SOEPcore: TH4202

#### 2004
* Var with original data within SOEPlong: H2714
* SOEPcore: UH4202

#### 2005
* Var with original data within SOEPlong: H2714
* SOEPcore: VH4502

#### 2006
* Var with original data within SOEPlong: H2714
* SOEPcore: WH4502

#### 2007
* Var with original data within SOEPlong: H2714
* SOEPcore: XH4502

#### 2008
* Var with original data within SOEPlong: H2714
* SOEPcore: YH4602

#### 2009
* Var with original data within SOEPlong: H2714
* SOEPcore: ZH4602

#### 2010
* Var with original data within SOEPlong: H2714
* SOEPcore: BAH4602

#### 2011
* Var with original data within SOEPlong: H2714
* SOEPcore: BBH4602

#### 2012
* Var with original data within SOEPlong: H2714
* SOEPcore: BCH4602
",0.97
"soep-long","HLC0080","HL","hlwg1",2715,"","BCH4919","BCH",2012,"This variable is available for all years. But to harmonize this variable over time 6 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: H2715
* SOEPcore: AH28

#### 1985
* Var with original data within SOEPlong: HC0083
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1986
* Var with original data within SOEPlong: HC0083
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: HC0083
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1988
* Var with original data within SOEPlong: HC0083
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: HC0083
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: HC0083
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: H2715
* SOEPcore: HH4001

#### 1992
* Var with original data within SOEPlong: H2715
* SOEPcore: IH4501

#### 1993
* Var with original data within SOEPlong: H2715
* SOEPcore: JH4501

#### 1994
* Var with original data within SOEPlong: H2715
* SOEPcore: KH4501

#### 1995
* Var with original data within SOEPlong: H2715
* SOEPcore: LH4501

#### 1996
* Var with original data within SOEPlong: H2715
* SOEPcore: MH4501

#### 1997
* Var with original data within SOEPlong: H2715
* SOEPcore: NH4501

#### 1998
* Var with original data within SOEPlong: H2715
* SOEPcore: OH4501

#### 1999
* Var with original data within SOEPlong: H2715
* SOEPcore: PH4501

#### 2000
* Var with original data within SOEPlong: H2715
* SOEPcore: QH46

#### 2001
* Var with original data within SOEPlong: H2715
* SOEPcore: RH4604

#### 2002
* Var with original data within SOEPlong: H2715
* SOEPcore: SH4604

#### 2003
* Var with original data within SOEPlong: H2715
* SOEPcore: TH4504

#### 2004
* Var with original data within SOEPlong: H2715
* SOEPcore: UH4504

#### 2005
* Var with original data within SOEPlong: H2715
* SOEPcore: VH4804

#### 2006
* Var with original data within SOEPlong: H2715
* SOEPcore: WH4807

#### 2007
* Var with original data within SOEPlong: H2715
* SOEPcore: XH4807

#### 2008
* Var with original data within SOEPlong: H2715
* SOEPcore: YH4907

#### 2009
* Var with original data within SOEPlong: H2715
* SOEPcore: ZH4910

#### 2010
* Var with original data within SOEPlong: H2715
* SOEPcore: BAH4919

#### 2011
* Var with original data within SOEPlong: H2715
* SOEPcore: BBH4919

#### 2012
* Var with original data within SOEPlong: H2715
* SOEPcore: BCH4919
",1
"soep-long","HLC0081","HL","hlwg2",2716,"","BCH4920","BCH",2012,"This variable is available for all years. But to harmonize this variable over time 2 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: H2716
* SOEPcore: AH29

#### 1985
* Var with original data within SOEPlong: H2716
* SOEPcore: BH2802

#### 1986
* Var with original data within SOEPlong: H2716
* SOEPcore: CH4002

#### 1987
* Var with original data within SOEPlong: H2716
* SOEPcore: DH4002

#### 1988
* Var with original data within SOEPlong: H2716
* SOEPcore: EH3102

#### 1989
* Var with original data within SOEPlong: H2716
* SOEPcore: FH3102

#### 1990
* Var with original data within SOEPlong: H2716
* SOEPcore: GH3102

#### 1991
* Var with original data within SOEPlong: H2716
* SOEPcore: HH4002

#### 1992
* Var with original data within SOEPlong: H2716
* SOEPcore: IH4502

#### 1993
* Var with original data within SOEPlong: HC0117
 * Recode:   REC (0=-3) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: H2716
* SOEPcore: KH4502

#### 1995
* Var with original data within SOEPlong: HC0117
 * Recode:   REC (0=-3) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: H2716
* SOEPcore: MH4502

#### 1997
* Var with original data within SOEPlong: H2716
* SOEPcore: NH4502

#### 1998
* Var with original data within SOEPlong: H2716
* SOEPcore: OH4502

#### 1999
* Var with original data within SOEPlong: H2716
* SOEPcore: PH4502

#### 2000
* Var with original data within SOEPlong: H2716
* SOEPcore: QH47

#### 2001
* Var with original data within SOEPlong: H2716
* SOEPcore: RH4605

#### 2002
* Var with original data within SOEPlong: H2716
* SOEPcore: SH4605

#### 2003
* Var with original data within SOEPlong: H2716
* SOEPcore: TH4505

#### 2004
* Var with original data within SOEPlong: H2716
* SOEPcore: UH4505

#### 2005
* Var with original data within SOEPlong: H2716
* SOEPcore: VH4805

#### 2006
* Var with original data within SOEPlong: H2716
* SOEPcore: WH4808

#### 2007
* Var with original data within SOEPlong: H2716
* SOEPcore: XH4808

#### 2008
* Var with original data within SOEPlong: H2716
* SOEPcore: YH4908

#### 2009
* Var with original data within SOEPlong: H2716
* SOEPcore: ZH4911

#### 2010
* Var with original data within SOEPlong: H2716
* SOEPcore: BAH4920

#### 2011
* Var with original data within SOEPlong: H2716
* SOEPcore: BBH4920

#### 2012
* Var with original data within SOEPlong: H2716
* SOEPcore: BCH4920
",1
"soep-long","HLC0082","HL","hlwg3",2717,"","BCH4921","BCH",2012,"This variable is available for all years. But to harmonize this variable over time 18 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1985
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1986
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1988
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1995
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1997
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 2000
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: HC0084
 * Recode:   EUR 
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: H2717
* SOEPcore: SH4606

#### 2003
* Var with original data within SOEPlong: H2717
* SOEPcore: TH4506

#### 2004
* Var with original data within SOEPlong: H2717
* SOEPcore: UH4506

#### 2005
* Var with original data within SOEPlong: H2717
* SOEPcore: VH4806

#### 2006
* Var with original data within SOEPlong: H2717
* SOEPcore: WH4809

#### 2007
* Var with original data within SOEPlong: H2717
* SOEPcore: XH4809

#### 2008
* Var with original data within SOEPlong: H2717
* SOEPcore: YH4909

#### 2009
* Var with original data within SOEPlong: H2717
* SOEPcore: ZH4912

#### 2010
* Var with original data within SOEPlong: H2717
* SOEPcore: BAH4921

#### 2011
* Var with original data within SOEPlong: H2717
* SOEPcore: BBH4921

#### 2012
* Var with original data within SOEPlong: H2717
* SOEPcore: BCH4921
",1
